"year","rank","name","artist","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","artist_popularity","artist_followers","duration_seconds","playlist","group"
"2018","42","SICKO MODE","Travis Scott",0.834,0.73,8,-3.714,0.222,0.00513,0,0.124,0.446,155.008,90,24864186,312.82,"popular","popular"
"2018","43","Walk It Talk It","Migos",0.907,0.633,2,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914,74,13539477,276.147,"popular","popular"
"2018","44","Gucci Gang","Lil Pump",0.936,0.523,5,-6.71,0.0597,0.239,0,0.117,0.699,119.889,62,7953510,124.056,"popular","popular"
"2018","45","Him & I (with Halsey)","G-Eazy",0.589,0.731,2,-6.343,0.0868,0.0534,0,0.308,0.191,87.908,73,5198307,268.867,"popular","popular"
"2018","46","In My Blood","Shawn Mendes",0.622,0.712,5,-7.321,0.066,0.0573,0,0.13,0.487,140.025,80,42587833,211.36,"popular","popular"
"2018","47","All The Stars (with SZA)","Kendrick Lamar",0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,86,25761633,232.187,"popular","popular"
"2018","48","Stir Fry","Migos",0.817,0.816,2,-5.402,0.269,0.00263,0,0.159,0.508,181.982,74,13539477,190.288,"popular","popular"
"2018","49","Too Good At Goodbyes","Sam Smith",0.681,0.372,5,-8.237,0.0432,0.64,0,0.169,0.476,91.873,82,23250437,201,"popular","popular"
"2018","50","LOVE. FEAT. ZACARI.","Kendrick Lamar",0.8,0.585,10,-7.343,0.0924,0.264,0,0.153,0.779,126.058,86,25761633,213.4,"popular","popular"
"2019","1","Old Town Road - Remix","Lil Nas X",0.878,0.619,6,-5.56,0.102,0.0533,0,0.113,0.639,136.041,74,12475342,157.067,"popular","popular"
"2019","2","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",0.755,0.522,2,-4.368,0.0575,0.533,0,0.0685,0.925,89.96,86,42495011,157.56,"popular","popular"
"2019","3","Without Me","Halsey",0.752,0.488,6,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,79,21076228,201.661,"popular","popular"
"2019","4","bad guy","Billie Eilish",0.701,0.425,7,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,86,88163857,194.088,"popular","popular"
"2019","5","Wow.","Post Malone",0.829,0.539,11,-7.359,0.208,0.136,1.78e-06,0.103,0.388,99.96,86,42495011,149.547,"popular","popular"
"2019","6","Happier","Marshmello",0.687,0.792,5,-2.749,0.0452,0.191,0,0.167,0.671,100.011,80,35024514,214.29,"popular","popular"
"2019","7","7 rings","Ariana Grande",0.778,0.317,1,-10.732,0.334,0.592,0,0.0881,0.327,140.048,86,94429673,178.627,"popular","popular"
"2019","8","Talk","Khalid",0.9,0.4,0,-8.443,0.124,0.0501,0,0.0876,0.338,136.001,81,16162261,197.487,"popular","popular"
"2019","9","SICKO MODE","Travis Scott",0.834,0.73,8,-3.714,0.222,0.00513,0,0.124,0.446,155.008,90,24864186,312.82,"popular","popular"
"2019","10","Sucker","Jonas Brothers",0.842,0.734,1,-5.065,0.0588,0.0427,0,0.106,0.952,137.958,74,7267592,181.027,"popular","popular"
"2019","11","High Hopes","Panic! At The Disco",0.579,0.904,5,-2.729,0.0618,0.193,0,0.064,0.681,82.014,74,12012103,190.947,"popular","popular"
"2019","12","thank u, next","Ariana Grande",0.717,0.653,1,-5.634,0.0658,0.229,0,0.101,0.412,106.966,86,94429673,207.32,"popular","popular"
"2019","13","Truth Hurts","Lizzo",0.715,0.624,4,-3.046,0.114,0.11,0,0.123,0.412,158.087,71,5661381,173.325,"popular","popular"
"2019","14","Dancing With A Stranger (with Normani)","Sam Smith",0.741,0.52,8,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,82,23250437,171.03,"popular","popular"
"2019","15","Señorita","Shawn Mendes",0.759,0.54,9,-6.039,0.0287,0.037,0,0.0945,0.75,116.947,80,42587833,190.96,"popular","popular"
"2019","16","I Don't Care (with Justin Bieber)","Ed Sheeran & Justin Bieber",0.798,0.675,6,-5.041,0.0442,0.0912,0,0.0894,0.842,101.956,58,3320,219.947,"popular","popular"
"2019","17","Eastside (with Halsey & Khalid)","benny blanco",0.632,0.686,6,-7.665,0.243,0.549,0,0.2,0.329,89.949,68,1076132,170.77,"popular","popular"
"2019","18","Going Bad (feat. Drake)","Meek Mill",0.889,0.496,4,-6.365,0.0905,0.259,0,0.252,0.544,86.003,72,7633998,180.522,"popular","popular"
"2019","19","Shallow","Lady Gaga",0.572,0.385,7,-6.362,0.0308,0.371,0,0.231,0.323,95.799,82,28299686,215.733,"popular","popular"
"2019","20","Better","Khalid",0.442,0.585,0,-10.332,0.0964,0.0984,0.391,0.14,0.116,97.565,81,16162261,229.413,"popular","popular"
"2019","21","No Guidance (feat. Drake)","Chris Brown",0.696,0.454,1,-6.756,0.153,0.123,0,0.155,0.136,92.928,84,20677224,260.64,"popular","popular"
"2019","22","Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",0.851,0.541,0,-6.825,0.0505,0.568,0,0.13,0.448,124.959,82,41512732,235.545,"popular","popular"
"2019","23","Sweet but Psycho","Ava Max",0.72,0.706,1,-4.719,0.0473,0.0684,0,0.166,0.62,133.002,76,6143385,187.436,"popular","popular"
"2019","24","Suge","DaBaby",0.876,0.662,2,-6.482,0.426,0.0608,0,0.127,0.844,75.445,77,11306154,163.32,"popular","popular"
"2019","25","MIDDLE CHILD","J. Cole",0.837,0.364,8,-11.713,0.276,0.149,0,0.271,0.463,123.984,84,21758685,213.594,"popular","popular"
"2019","26","Drip Too Hard (Lil Baby & Gunna)","Lil Baby",0.897,0.662,1,-6.903,0.292,0.0852,0,0.534,0.389,112.511,84,15700777,145.543,"popular","popular"
"2019","27","Someone You Loved","Lewis Capaldi",0.501,0.405,1,-5.679,0.0319,0.751,0,0.105,0.446,109.891,78,11849653,182.161,"popular","popular"
"2019","28","Ransom","Lil Tecca",0.745,0.642,7,-6.257,0.287,0.0204,0,0.0658,0.226,179.974,79,6481403,131.24,"popular","popular"
"2019","29","If I Can't Have You","Shawn Mendes",0.691,0.823,2,-4.197,0.0623,0.487,0,0.134,0.87,123.935,80,42587833,191.467,"popular","popular"
"2019","30","Goodbyes (feat. Young Thug)","Post Malone",0.548,0.653,5,-3.875,0.081,0.456,0,0.103,0.163,150.068,86,42495011,174.853,"popular","popular"
"2019","31","ZEZE (feat. Travis Scott & Offset)","Kodak Black",0.861,0.603,8,-5.788,0.176,0.0521,0,0.0924,0.504,98.043,78,9848873,228.76,"popular","popular"
"2019","32","Better Now","Post Malone",0.68,0.578,10,-5.804,0.04,0.331,0,0.135,0.341,145.038,86,42495011,231.267,"popular","popular"
"2019","33","Youngblood","5 Seconds of Summer",0.596,0.854,7,-5.114,0.463,0.0169,0,0.124,0.152,120.274,75,9715108,203.418,"popular","popular"
"2019","34","Money In The Grave (Drake ft. Rick Ross)","Drake",0.831,0.502,10,-4.045,0.046,0.101,0,0.122,0.101,100.541,96,81262154,205.427,"popular","popular"
"2019","35","Speechless","Dan + Shay",0.616,0.438,1,-5.968,0.0298,0.356,0,0.24,0.386,135.929,69,3082656,213.387,"popular","popular"
"2019","36","break up with your girlfriend, i'm bored","Ariana Grande",0.726,0.554,5,-5.29,0.0917,0.0421,0,0.106,0.335,169.999,86,94429673,190.44,"popular","popular"
"2019","37","Please Me","Cardi B",0.747,0.57,1,-6.711,0.081,0.0642,0,0.0832,0.65,133.992,77,22460784,200.89,"popular","popular"
"2019","38","Money","Cardi B",0.95,0.59,8,-6.508,0.29,0.00534,0,0.11,0.219,130.003,77,22460784,183.527,"popular","popular"
"2019","39","You Need To Calm Down","Taylor Swift",0.771,0.671,2,-5.617,0.0553,0.00929,0,0.0637,0.714,85.026,100,90904304,171.36,"popular","popular"
"2019","40","Panini","Lil Nas X",0.703,0.594,5,-6.146,0.0752,0.342,0,0.123,0.475,153.848,74,12475342,114.893,"popular","popular"
"2019","41","Look Back at It","A Boogie Wit da Hoodie",0.791,0.587,3,-5.075,0.0413,0.407,0,0.148,0.536,96.057,78,7789405,179.449,"popular","popular"
"2019","42","a lot","21 Savage",0.837,0.636,1,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,88,15327484,288.624,"popular","popular"
"2019","43","ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",0.61,0.83,0,-4.105,0.0571,0.033,0,0.118,0.728,182.162,100,90904304,193,"popular","popular"
"2019","44","MIA (feat. Drake)","Bad Bunny",0.817,0.539,6,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.061,96,75979144,210.368,"popular","popular"
"2019","45","Pop Out (feat. Lil Tjay)","Polo G",0.772,0.639,1,-7.119,0.467,0.15,0,0.0698,0.261,168.112,79,10291269,166.56,"popular","popular"
"2019","46","Beautiful Crazy","Luke Combs",0.551,0.402,11,-7.431,0.0262,0.676,0,0.0928,0.382,103.313,81,9464520,193.2,"popular","popular"
"2019","47","Thotiana","Blueface",0.906,0.382,10,-12.89,0.269,0.18,0,0.113,0.391,104.025,64,6443067,129.264,"popular","popular"
"2019","48","Lucid Dreams","Juice WRLD",0.511,0.566,6,-7.23,0.2,0.349,0,0.34,0.218,83.903,84,31157274,239.836,"popular","popular"
"2019","49","Mo Bamba","Sheck Wes",0.729,0.625,4,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,61,1516430,183.907,"popular","popular"
"2019","50","Beautiful People (feat. Khalid)","Ed Sheeran",0.64,0.648,5,-8.113,0.187,0.124,0,0.0802,0.548,92.977,86,115030062,197.867,"popular","popular"
"2020","1","Blinding Lights","The Weeknd",0.514,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,93,73758985,200.04,"popular","popular"
"2020","2","Circles","Post Malone",0.695,0.762,0,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,86,42495011,215.28,"popular","popular"
"2020","3","The Box","Roddy Ricch",0.896,0.586,10,-6.687,0.0559,0.104,0,0.79,0.642,116.971,75,9946743,196.653,"popular","popular"
"2020","4","Don't Start Now","Dua Lipa",0.793,0.793,11,-4.521,0.083,0.0123,0,0.0951,0.679,123.95,84,41913087,183.29,"popular","popular"
"2020","5","ROCKSTAR (feat. Roddy Ricch)","DaBaby",0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.977,77,11306154,181.733,"popular","popular"
"2020","6","Adore You","Harry Styles",0.676,0.771,8,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,83,29941457,207.133,"popular","popular"
"2020","7","Life Is Good (feat. Drake)","Future",0.676,0.609,2,-5.831,0.481,0.0706,0,0.152,0.508,142.037,87,15141013,237.735,"popular","popular"
"2020","8","Memories","Maroon 5",0.775,0.327,11,-7.241,0.0557,0.841,0,0.0821,0.595,91.05,82,41512732,189.486,"popular","popular"
"2020","9","The Bones","Maren Morris",0.612,0.57,11,-6.642,0.0347,0.278,0,0.0963,0.334,77.004,68,771411,197.293,"popular","popular"
"2020","10","Someone You Loved","Lewis Capaldi",0.501,0.405,1,-5.679,0.0319,0.751,0,0.105,0.446,109.891,78,11849653,182.161,"popular","popular"
"2020","11","Say So","Doja Cat",0.787,0.673,11,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,87,27025768,237.893,"popular","popular"
"2020","12","I Hope (feat. Charlie Puth)","Gabby Barrett",0.563,0.576,6,-6.495,0.0401,0.171,0,0.158,0.412,75.019,61,292771,211.605,"popular","popular"
"2020","13","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",0.904,0.723,11,-5.224,0.26,0.0631,0,0.185,0.835,145.013,81,3047197,227.478,"popular","popular"
"2020","14","Dance Monkey","Tones And I",0.824,0.588,6,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,67,3013156,209.438,"popular","popular"
"2020","15","Savage","Megan Thee Stallion",0.843,0.741,11,-5.609,0.334,0.0252,0,0.096,0.68,168.983,75,8077592,155.497,"popular","popular"
"2020","16","ROXANNE","Arizona Zervas",0.621,0.601,6,-5.616,0.148,0.0522,0,0.46,0.457,116.735,61,733305,163.636,"popular","popular"
"2020","17","Intentions (feat. Quavo)","Justin Bieber",0.806,0.546,9,-6.637,0.0575,0.3,0,0.102,0.874,147.986,86,74369011,212.867,"popular","popular"
"2020","18","everything i wanted","Billie Eilish",0.704,0.225,6,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,86,88163857,245.426,"popular","popular"
"2020","19","Roses - Imanbek Remix","SAINt JHN",0.785,0.721,8,-5.457,0.0506,0.0149,0.00432,0.285,0.894,121.962,65,1007571,176.219,"popular","popular"
"2020","20","Watermelon Sugar","Harry Styles",0.548,0.816,0,-4.209,0.0465,0.122,0,0.335,0.557,95.39,83,29941457,174,"popular","popular"
"2020","21","Before You Go","Lewis Capaldi",0.459,0.575,3,-4.858,0.0573,0.604,0,0.0885,0.183,111.881,78,11849653,215.107,"popular","popular"
"2020","22","Falling","Trevor Daniel",0.785,0.431,10,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,62,782271,159.382,"popular","popular"
"2020","23","10,000 Hours (with Justin Bieber)","Dan + Shay",0.654,0.63,10,-4.644,0.0259,0.153,0,0.111,0.43,89.991,69,3082656,167.693,"popular","popular"
"2020","24","WAP (feat. Megan Thee Stallion)","Cardi B",0.935,0.454,1,-7.509,0.375,0.0194,0,0.0824,0.357,133.073,77,22460784,187.541,"popular","popular"
"2020","25","Ballin' (with Roddy Ricch)","Mustard",0.809,0.545,7,-6.678,0.0735,0.392,0,0.151,0.244,97.008,69,1111700,180.435,"popular","popular"
"2020","26","hot girl bummer","blackbear",0.782,0.559,6,-7.106,0.0767,0.125,0,0.385,0.685,129.992,73,4887391,188.344,"popular","popular"
"2020","27","Blueberry Faygo","Lil Mosey",0.774,0.554,0,-7.909,0.0383,0.207,0,0.132,0.349,99.034,66,5262947,162.547,"popular","popular"
"2020","28","Heartless","The Weeknd",0.537,0.746,10,-5.507,0.15,0.0236,1.01e-06,0.156,0.252,170.062,93,73758985,198.267,"popular","popular"
"2020","29","BOP","DaBaby",0.769,0.787,11,-3.909,0.367,0.189,0,0.129,0.836,126.77,77,11306154,159.715,"popular","popular"
"2020","30","Lose You To Love Me","Selena Gomez",0.488,0.343,4,-8.985,0.0436,0.556,0,0.21,0.0978,102.819,81,46125733,206.459,"popular","popular"
"2020","31","Good as Hell","Lizzo",0.682,0.919,0,-3.18,0.0875,0.256,0,0.442,0.535,95.982,71,5661381,159.736,"popular","popular"
"2020","32","Toosie Slide","Drake",0.834,0.454,1,-9.75,0.201,0.321,6.15e-06,0.114,0.837,81.618,96,81262154,247.059,"popular","popular"
"2020","33","Break My Heart","Dua Lipa",0.73,0.729,4,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,113.011,84,41913087,221.82,"popular","popular"
"2020","34","Chasin' You","Morgan Wallen",0.631,0.591,7,-5.785,0.0277,0.657,0,0.11,0.489,97.074,85,7495755,205.453,"popular","popular"
"2020","35","Savage Love (Laxed - Siren Beat)","Jawsh 685",0.767,0.481,0,-8.52,0.0803,0.234,0,0.269,0.761,150.076,57,114599,171.375,"popular","popular"
"2020","36","No Guidance (feat. Drake)","Chris Brown",0.696,0.454,1,-6.756,0.153,0.123,0,0.155,0.136,92.928,84,20677224,260.64,"popular","popular"
"2020","37","My Oh My (feat. DaBaby)","Camila Cabello",0.724,0.491,8,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,77,31855085,170.746,"popular","popular"
"2020","38","Dynamite","BTS",0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,85,70545224,199.054,"popular","popular"
"2020","39","Go Crazy","Chris Brown",0.755,0.578,0,-8.932,0.145,0.316,0,0.25,0.581,94.148,84,20677224,176.96,"popular","popular"
"2020","40","High Fashion (feat. Mustard)","Roddy Ricch",0.831,0.499,11,-8.442,0.114,0.269,0,0.3,0.511,97.956,75,9946743,220.487,"popular","popular"
"2020","41","Laugh Now Cry Later (feat. Lil Durk)","Drake",0.761,0.518,0,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976,96,81262154,261.493,"popular","popular"
"2020","42","Woah","Lil Baby",0.882,0.602,11,-5.554,0.245,0.0177,0,0.178,0.43,142.959,84,15700777,183.011,"popular","popular"
"2020","43","death bed (coffee for your head)","Powfu",0.726,0.431,8,-8.765,0.135,0.731,0,0.696,0.348,144.026,66,1218164,173.333,"popular","popular"
"2020","44","Señorita","Shawn Mendes",0.759,0.54,9,-6.039,0.0287,0.037,0,0.0945,0.75,116.947,80,42587833,190.96,"popular","popular"
"2020","45","HIGHEST IN THE ROOM","Travis Scott",0.598,0.427,7,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,90,24864186,175.721,"popular","popular"
"2020","46","bad guy","Billie Eilish",0.701,0.425,7,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,86,88163857,194.088,"popular","popular"
"2020","47","Mood (feat. iann dior)","24kGoldn",0.701,0.716,7,-3.671,0.0361,0.174,0,0.324,0.732,91.007,68,2105400,140.533,"popular","popular"
"2020","48","Rain On Me (with Ariana Grande)","Lady Gaga",0.672,0.855,9,-3.764,0.0397,0.021,0,0.323,0.646,123.056,82,28299686,182.2,"popular","popular"
"2020","49","For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",0.823,0.586,6,-6.606,0.2,0.114,0,0.193,0.347,125.971,78,13146434,190.476,"popular","popular"
"2020","50","RITMO (Bad Boys For Life)","Black Eyed Peas",0.721,0.716,10,-7.037,0.0657,0.0334,0.00084,0.237,0.667,104.994,77,7763765,221.714,"popular","popular"
"2021","1","Levitating","Dua Lipa",0.695,0.884,6,-2.278,0.0753,0.0561,0,0.213,0.914,103.014,84,41913087,203.808,"popular","popular"
"2021","2","Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",0.65,0.825,0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,93,73758985,191.014,"popular","popular"
"2021","3","Blinding Lights","The Weeknd",0.514,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,93,73758985,200.04,"popular","popular"
"2021","4","Mood (feat. iann dior)","24kGoldn",0.701,0.716,7,-3.671,0.0361,0.174,0,0.324,0.732,91.007,68,2105400,140.533,"popular","popular"
"2021","5","good 4 u","Olivia Rodrigo",0.563,0.664,9,-5.044,0.154,0.335,0,0.0849,0.688,166.928,88,29455989,178.147,"popular","popular"
"2021","6","Kiss Me More (feat. SZA)","Doja Cat",0.762,0.701,8,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,87,27025768,208.867,"popular","popular"
"2021","7","Leave The Door Open","Bruno Mars",0.586,0.616,5,-7.964,0.0324,0.182,0,0.0927,0.719,148.088,86,51806934,242.096,"popular","popular"
"2021","8","drivers license","Olivia Rodrigo",0.561,0.431,10,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875,88,29455989,242.013,"popular","popular"
"2021","9","MONTERO (Call Me By Your Name)","Lil Nas X",0.61,0.508,8,-6.682,0.152,0.297,0,0.384,0.758,178.818,74,12475342,137.876,"popular","popular"
"2021","10","Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",0.677,0.696,0,-6.181,0.119,0.321,0,0.42,0.464,90.03,86,74369011,198.082,"popular","popular"
"2021","11","Butter","BTS",0.759,0.459,8,-5.187,0.0948,0.00323,0,0.0906,0.695,109.997,85,70545224,164.442,"popular","popular"
"2021","12","STAY (with Justin Bieber)","The Kid LAROI",0.591,0.764,1,-5.484,0.0483,0.0383,0,0.103,0.478,169.928,79,4834305,141.806,"popular","popular"
"2021","13","deja vu","Olivia Rodrigo",0.442,0.612,2,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917,88,29455989,215.507,"popular","popular"
"2021","14","positions","Ariana Grande",0.737,0.802,0,-4.771,0.0878,0.468,0,0.0931,0.682,144.015,86,94429673,172.325,"popular","popular"
"2021","15","Bad Habits","Ed Sheeran",0.807,0.893,11,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,86,115030062,230.747,"popular","popular"
"2021","16","Heat Waves","Glass Animals",0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,72,3924315,238.805,"popular","popular"
"2021","17","WITHOUT YOU","The Kid LAROI",0.662,0.413,0,-7.357,0.0299,0.213,0,0.134,0.467,93.005,79,4834305,161.385,"popular","popular"
"2021","18","Forever After All","Luke Combs",0.487,0.65,0,-5.195,0.0253,0.191,0,0.0933,0.456,151.964,81,9464520,232.533,"popular","popular"
"2021","19","Go Crazy","Chris Brown",0.755,0.578,0,-8.932,0.145,0.316,0,0.25,0.581,94.148,84,20677224,176.96,"popular","popular"
"2021","20","Astronaut In The Ocean","Masked Wolf",0.778,0.695,4,-6.865,0.0913,0.175,0,0.15,0.472,149.996,62,691689,132.78,"popular","popular"
"2021","21","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Ariana Grande",0.88,0.662,0,-5.766,0.304,0.205,0,0.227,0.726,109.988,86,94429673,182.438,"popular","popular"
"2021","22","What You Know Bout Love","Pop Smoke",0.709,0.548,10,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,78,13146434,160,"popular","popular"
"2021","23","my ex's best friend (with blackbear)","Machine Gun Kelly",0.731,0.675,5,-5.134,0.0434,0.00473,0,0.141,0.298,124.939,74,5146663,139.461,"popular","popular"
"2021","24","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",0.736,0.704,3,-7.409,0.0615,0.0203,0,0.0501,0.894,149.995,74,12475342,212,"popular","popular"
"2021","25","Therefore I Am","Billie Eilish",0.879,0.365,2,-7.781,0.0924,0.227,0.135,0.0583,0.663,94.016,86,88163857,173.539,"popular","popular"
"2021","26","Up","Cardi B",0.868,0.795,11,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166,77,22460784,156.945,"popular","popular"
"2021","27","Fancy Like","Walker Hayes",0.647,0.765,1,-6.459,0.06,0.111,0,0.315,0.855,79.994,61,631399,161.853,"popular","popular"
"2021","28","DÁKITI","Bad Bunny",0.731,0.573,4,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,96,75979144,205.09,"popular","popular"
"2021","29","Best Friend (feat. Doja Cat)","Saweetie",0.84,0.766,4,-4.12,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,66,1924484,155.884,"popular","popular"
"2021","30","RAPSTAR","Polo G",0.789,0.536,6,-6.862,0.242,0.41,0,0.129,0.437,81.039,79,10291269,165.926,"popular","popular"
"2021","31","Heartbreak Anniversary","Giveon",0.624,0.457,0,-8.876,0.0494,0.557,0,0.128,0.586,129.758,75,3263307,196.795,"popular","popular"
"2021","32","For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",0.823,0.586,6,-6.606,0.2,0.114,0,0.193,0.347,125.971,78,13146434,190.476,"popular","popular"
"2021","33","Calling My Phone","Lil Tjay",0.907,0.393,4,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,77,7359860,205.458,"popular","popular"
"2021","34","Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",0.713,0.676,10,-5.483,0.027,0.0377,0,0.154,0.721,99.048,82,41512732,227.395,"popular","popular"
"2021","35","Holy (feat. Chance The Rapper)","Justin Bieber",0.673,0.704,6,-8.056,0.36,0.196,0,0.0898,0.372,86.919,86,74369011,212.093,"popular","popular"
"2021","36","On Me","Lil Baby",0.856,0.564,6,-6.295,0.392,0.00327,0,0.134,0.483,77.972,84,15700777,135.96,"popular","popular"
"2021","37","you broke me first","Tate McRae",0.667,0.373,4,-9.389,0.05,0.785,0,0.0906,0.0823,124.148,81,3921598,169.266,"popular","popular"
"2021","38","traitor","Olivia Rodrigo",0.38,0.339,3,-7.885,0.0338,0.691,0,0.12,0.0849,100.607,88,29455989,229.227,"popular","popular"
"2021","39","Back in Blood (feat. Lil Durk)","Pooh Shiesty",0.759,0.538,8,-8.256,0.384,0.151,0,0.126,0.831,146.933,66,1302357,184.49,"popular","popular"
"2021","40","I Hope (feat. Charlie Puth)","Gabby Barrett",0.563,0.576,6,-6.495,0.0401,0.171,0,0.158,0.412,75.019,61,292771,211.605,"popular","popular"
"2021","41","Dynamite","BTS",0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,85,70545224,199.054,"popular","popular"
"2021","42","Wockesha","Moneybagg Yo",0.582,0.537,0,-9.229,0.619,0.129,0,0.0749,0.771,82.103,73,4091477,180.93,"popular","popular"
"2021","43","You Right","Doja Cat",0.828,0.621,8,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,87,27025768,186.173,"popular","popular"
"2021","44","Beat Box 3 (feat. DaBaby)","SpotemGottem",0.853,0.426,1,-6.812,0.374,0.0765,0,0.104,0.201,160.051,51,495838,200.424,"popular","popular"
"2021","45","Laugh Now Cry Later (feat. Lil Durk)","Drake",0.761,0.518,0,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976,96,81262154,261.493,"popular","popular"
"2021","46","Need to Know","Doja Cat",0.664,0.609,1,-6.509,0.0707,0.304,0,0.0926,0.194,130.041,87,27025768,210.56,"popular","popular"
"2021","47","Wants and Needs (feat. Lil Baby)","Drake",0.578,0.449,1,-6.349,0.286,0.0618,2.17e-06,0.119,0.1,136.006,96,81262154,192.956,"popular","popular"
"2021","48","Way 2 Sexy (with Future & Young Thug)","Drake",0.803,0.597,11,-6.035,0.141,0.000619,4.5e-06,0.323,0.331,136.008,96,81262154,257.605,"popular","popular"
"2021","49","telepatía","Kali Uchis",0.653,0.524,11,-9.016,0.0502,0.112,0,0.203,0.553,83.97,82,5540443,160.191,"popular","popular"
"2021","50","Whoopty","CJ",0.719,0.648,3,-7.6,0.125,0.2,0,0.127,0.66,140.201,59,226604,123.263,"popular","popular"
"2022","1","Heat Waves","Glass Animals",0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,72,3924315,238.805,"popular","popular"
"2022","2","As It Was","Harry Styles",0.52,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,83,29941457,167.303,"popular","popular"
"2022","3","STAY (with Justin Bieber)","The Kid LAROI",0.591,0.764,1,-5.484,0.0483,0.0383,0,0.103,0.478,169.928,79,4834305,141.806,"popular","popular"
"2022","4","Easy On Me","Adele",0.604,0.366,5,-7.519,0.0282,0.578,0,0.133,0.13,141.981,83,52181322,224.695,"popular","popular"
"2022","5","Shivers","Ed Sheeran",0.788,0.859,2,-2.724,0.0856,0.281,0,0.0424,0.822,141.02,86,115030062,207.853,"popular","popular"
"2022","6","First Class","Jack Harlow",0.902,0.582,5,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,81,3047197,173.948,"popular","popular"
"2022","7","Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,82,1272198,173.182,"popular","popular"
"2022","8","Ghost","Justin Bieber",0.601,0.741,2,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,86,74369011,153.19,"popular","popular"
"2022","9","Super Gremlin","Kodak Black",0.825,0.414,2,-6.634,0.144,0.00265,0,0.357,0.106,72.993,78,9848873,200.548,"popular","popular"
"2022","10","Cold Heart - PNAU Remix","Elton John",0.796,0.798,1,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,80,12410514,202.735,"popular","popular"
"2022","11","WAIT FOR U (feat. Drake & Tems)","Future",0.463,0.642,1,-4.474,0.34,0.314,0,0.0686,0.339,83.389,87,15141013,189.893,"popular","popular"
"2022","12","About Damn Time","Lizzo",0.836,0.743,10,-6.305,0.0656,0.0995,0,0.335,0.722,108.966,71,5661381,191.822,"popular","popular"
